SKU_NAME,FEED_DATE,VIEWS,UNITS
D11DRPRJ84,5/24/2019,224,0
D11DRPRJ84,5/25/2019,109,0
D11DRPRJ84,5/26/2019,137,0
D11DRPRJ84,5/27/2019,151,0
D11DRPRJ84,5/28/2019,234,14
D11DRPRJ84,5/29/2019,295,10
D11DRPRJ84,5/30/2019,237,7
D11DRPRJ84,5/31/2019,222,11
D11DRPRJ84,6/1/2019,181,9
D11DRPRJ84,6/2/2019,169,6
D11DRPRJ84,6/3/2019,293,3
D11DRPRJ84,6/4/2019,289,1
D11DRPRJ84,6/5/2019,266,1
D11DRPRJ84,6/6/2019,299,1
D11DRPRJ84,6/7/2019,253,0
D11DRPRJ84,6/8/2019,177,0
D11DRPRJ84,6/9/2019,168,0
D11DRPRJ84,6/10/2019,286,1
D11DRPRJ84,6/11/2019,260,9
D11DRPRJ84,6/12/2019,294,16
D11DRPRJ84,6/13/2019,253,21
D11DRPRJ84,6/14/2019,286,0
D11DRPRJ84,6/15/2019,185,6
D11DRPRJ84,6/16/2019,257,2
D11DRPRJ84,6/17/2019,332,14
D11DRPRJ84,6/18/2019,329,15
D11DRPRJ84,6/19/2019,321,24
D11DRPRJ84,6/20/2019,421,13
D11DRPRJ84,6/21/2019,279,11
D11DRPRJ84,6/22/2019,216,9
D11DRPRJ84,6/23/2019,186,6
D11DRPRJ84,6/24/2019,320,24
D11DRPRJ84,6/25/2019,281,34
D11DRPRJ84,6/26/2019,356,17
D11DRPRJ84,6/27/2019,309,22
D11DRPRJ84,6/28/2019,290,28
D11DRPRJ84,6/29/2019,233,6
D11DRPRJ84,6/30/2019,215,8
D11DRPRJ84,7/1/2019,294,18
D11DRPRJ84,7/2/2019,293,17
D11DRPRJ84,7/3/2019,282,15
D11DRPRJ84,7/4/2019,175,7
D11DRPRJ84,7/5/2019,205,4
D11DRPRJ84,7/6/2019,167,4
D11DRPRJ84,7/7/2019,203,3
D11DRPRJ84,7/8/2019,347,17
D11DRPRJ84,7/9/2019,281,22
D11DRPRJ84,7/10/2019,259,38
D11DRPRJ84,7/11/2019,340,22
D11DRPRJ84,7/12/2019,287,21
D11DRPRJ84,7/13/2019,228,11
D11DRPRJ84,7/14/2019,228,4
D11DRPRJ84,7/15/2019,736,20
D11DRPRJ84,7/16/2019,572,18
D11DRPRJ84,7/17/2019,351,22
D11DRPRJ84,7/18/2019,218,5
D11DRPRJ84,7/19/2019,268,12
D11DRPRJ84,7/20/2019,136,2
D11DRPRJ84,7/21/2019,161,1
D11DRPRJ84,7/22/2019,222,21
D11DRPRJ84,7/23/2019,228,10
D11DRPRJ84,7/24/2019,210,23
D11DRPRJ84,7/25/2019,308,22
D11DRPRJ84,7/26/2019,290,11
D11DRPRJ84,7/27/2019,207,2
D11DRPRJ84,7/28/2019,203,2
D11DRPRJ84,7/29/2019,257,18
D11DRPRJ84,7/30/2019,325,26
D11DRPRJ84,7/31/2019,274,24
D11DRPRJ84,8/1/2019,271,15
D11DRPRJ84,8/2/2019,213,15
D11DRPRJ84,8/3/2019,157,1
D11DRPRJ84,8/4/2019,192,6
D11DRPRJ84,8/5/2019,339,17
D11DRPRJ84,8/6/2019,297,11
D11DRPRJ84,8/7/2019,327,27
D11DRPRJ84,8/8/2019,317,14
D11DRPRJ84,8/9/2019,256,4
D11DRPRJ84,8/10/2019,204,2
D11DRPRJ84,8/11/2019,156,0
D11DRPRJ84,8/12/2019,302,6
D11DRPRJ84,8/13/2019,282,4
D11DRPRJ84,8/14/2019,254,8
D11DRPRJ84,8/15/2019,207,9
D11DRPRJ84,8/16/2019,219,5
D11DRPRJ84,8/17/2019,175,4
D11DRPRJ84,8/18/2019,186,4
D11DRPRJ84,8/19/2019,307,14
D11DRPRJ84,8/20/2019,263,22
D11DRPRJ84,8/21/2019,212,13
D11DRPRJ84,8/22/2019,275,7
D11DRPRJ84,8/23/2019,240,10
D11DRPRJ84,8/24/2019,160,7
D11DRPRJ84,8/25/2019,149,9
D11DRPRJ84,8/26/2019,314,14
D11DRPRJ84,8/27/2019,253,16
D11DRPRJ84,8/28/2019,261,7
D11DRPRJ84,8/29/2019,294,13
D11DRPRJ84,8/30/2019,267,11
D11DRPRJ84,8/31/2019,209,1
D21HFX6:SJ,5/1/2019,287,0
D21HFX6:SJ,5/2/2019,276,0
D21HFX6:SJ,5/5/2019,378,0
D03G5YCESZ,5/1/2019,1184,15
D03G5YCESZ,5/2/2019,1228,12
D03G5YCESZ,5/3/2019,1304,6
D03G5YCESZ,5/4/2019,1308,14
D03G5YCESZ,5/5/2019,1331,12
D03G5YCESZ,5/6/2019,1212,13
D03G5YCESZ,5/7/2019,1208,8
D03G5YCESZ,5/8/2019,1192,8
D03G5YCESZ,5/9/2019,1143,18
D03G5YCESZ,5/10/2019,1147,13
D03G5YCESZ,5/11/2019,1258,7
D03G5YCESZ,5/12/2019,1377,19
D03G5YCESZ,5/13/2019,1311,14
D03G5YCESZ,5/14/2019,1349,13
D03G5YCESZ,5/15/2019,1225,12
D03G5YCESZ,5/16/2019,1295,19
D03G5YCESZ,5/17/2019,1527,8
D03G5YCESZ,5/18/2019,1294,12
D03G5YCESZ,5/19/2019,1507,15
D03G5YCESZ,5/20/2019,1373,9
D03G5YCESZ,5/21/2019,1459,12
D03G5YCESZ,5/22/2019,1286,8
D03G5YCESZ,5/23/2019,1356,17
D03G5YCESZ,5/24/2019,1327,18
D03G5YCESZ,5/25/2019,1303,11
D03G5YCESZ,5/26/2019,1477,9
D03G5YCESZ,5/27/2019,1559,12
D03G5YCESZ,5/28/2019,1410,15
D03G5YCESZ,5/29/2019,1435,14
D03G5YCESZ,5/30/2019,1397,10
D03G5YCESZ,5/31/2019,1362,14
D03G5YCESZ,6/1/2019,1434,13
D03G5YCESZ,6/2/2019,1629,13
D03G5YCESZ,6/3/2019,1484,17
D03G5YCESZ,6/4/2019,1435,12
D03G5YCESZ,6/5/2019,1382,7
D03G5YCESZ,6/6/2019,1209,19
D03G5YCESZ,6/7/2019,1739,24
D03G5YCESZ,6/8/2019,1619,16
D03G5YCESZ,6/9/2019,1868,23
D03G5YCESZ,6/10/2019,1828,16
D03G5YCESZ,6/11/2019,1787,25
D03G5YCESZ,6/12/2019,2022,20
D03G5YCESZ,6/13/2019,2084,21
D03G5YCESZ,6/14/2019,2024,26
D03G5YCESZ,6/15/2019,1961,20
D03G5YCESZ,6/16/2019,2330,28
D03G5YCESZ,6/17/2019,2249,21
D03G5YCESZ,6/18/2019,1784,12
D03G5YCESZ,6/19/2019,2074,22
D03G5YCESZ,6/20/2019,1499,6
D03G5YCESZ,6/21/2019,1383,17
D03G5YCESZ,6/22/2019,1271,11
D03G5YCESZ,6/23/2019,1222,3
D03G5YCESZ,6/24/2019,1278,8
D03G5YCESZ,6/25/2019,1220,12
D03G5YCESZ,6/26/2019,1236,7
D03G5YCESZ,6/27/2019,1186,9
D03G5YCESZ,6/28/2019,1201,9
D03G5YCESZ,6/29/2019,1196,12
D03G5YCESZ,6/30/2019,1382,11
D03G5YCESZ,7/1/2019,1306,7
D03G5YCESZ,7/2/2019,1130,17
D03G5YCESZ,7/3/2019,1102,4
D03G5YCESZ,7/4/2019,1080,14
D03G5YCESZ,7/5/2019,1147,10
D03G5YCESZ,7/6/2019,1106,14
D03G5YCESZ,7/7/2019,1262,9
D03G5YCESZ,7/8/2019,1191,21
D03G5YCESZ,7/9/2019,1277,12
D03G5YCESZ,7/10/2019,1199,9
D03G5YCESZ,7/11/2019,1323,14
D03G5YCESZ,7/12/2019,1291,10
D03G5YCESZ,7/13/2019,1316,4
D03G5YCESZ,7/14/2019,1924,7
D03G5YCESZ,7/15/2019,52723,687
D03G5YCESZ,7/16/2019,26247,320
D03G5YCESZ,7/17/2019,2147,4
D03G5YCESZ,7/18/2019,1578,-1
D03G5YCESZ,7/19/2019,1368,10
D03G5YCESZ,7/20/2019,1191,-3
D03G5YCESZ,7/21/2019,1399,1
D03G5YCESZ,7/22/2019,1306,0
D03G5YCESZ,7/23/2019,1258,0
D03G5YCESZ,7/24/2019,1236,1
D03G5YCESZ,7/25/2019,1273,3
D03G5YCESZ,7/26/2019,2083,35
D03G5YCESZ,7/27/2019,2103,96
D03G5YCESZ,7/28/2019,2306,34
D03G5YCESZ,7/29/2019,1394,1
D03G5YCESZ,7/30/2019,1298,2
D03G5YCESZ,7/31/2019,1234,1
D03G5YCESZ,8/1/2019,1266,0
D03G5YCESZ,8/2/2019,1466,0
D03G5YCESZ,8/3/2019,1494,1
D03G5YCESZ,8/4/2019,1502,3
D03G5YCESZ,8/5/2019,1502,0
D03G5YCESZ,8/6/2019,1291,0
D03G5YCESZ,8/7/2019,1256,0
D03G5YCESZ,8/8/2019,1263,2
D03G5YCESZ,8/9/2019,1171,1
D03G5YCESZ,8/10/2019,1090,1
D03G5YCESZ,8/11/2019,1262,0
D03G5YCESZ,8/12/2019,1048,2
D03G5YCESZ,8/13/2019,1179,1
D03G5YCESZ,8/14/2019,1188,2
D03G5YCESZ,8/15/2019,1206,0
D03G5YCESZ,8/16/2019,1945,43
D03G5YCESZ,8/17/2019,2154,47
D03G5YCESZ,8/18/2019,2300,104
D03G5YCESZ,8/19/2019,1299,-1
D03G5YCESZ,8/20/2019,1242,0
D03G5YCESZ,8/21/2019,1007,0
D03G5YCESZ,8/22/2019,995,-1
D03G5YCESZ,8/23/2019,986,0
D03G5YCESZ,8/24/2019,939,0
D03G5YCESZ,8/25/2019,1062,2
D03G5YCESZ,8/26/2019,1021,0
D03G5YCESZ,8/27/2019,963,0
D03G5YCESZ,8/28/2019,871,2
D03G5YCESZ,8/29/2019,830,0
D03G5YCESZ,8/30/2019,776,0
D03G5YCESZ,8/31/2019,838,0
D11H4WBEUI,5/1/2019,127,0
D11H4WBEUI,5/2/2019,141,0
D11H4WBEUI,5/3/2019,160,0
D11H4WBEUI,5/4/2019,146,1
D11H4WBEUI,5/5/2019,196,1
D11H4WBEUI,5/6/2019,203,0
D11H4WBEUI,5/7/2019,140,1
D11H4WBEUI,5/8/2019,197,2
D11H4WBEUI,5/9/2019,146,0
D11H4WBEUI,5/10/2019,139,1
D11H4WBEUI,5/11/2019,134,0
D11H4WBEUI,5/12/2019,173,0
D11H4WBEUI,5/13/2019,144,1
D11H4WBEUI,5/14/2019,184,1
D11H4WBEUI,5/15/2019,172,0
D11H4WBEUI,5/16/2019,141,0
D11H4WBEUI,5/17/2019,104,0
D11H4WBEUI,5/18/2019,84,0
D11H4WBEUI,5/19/2019,131,0
D11H4WBEUI,5/20/2019,102,0
D11H4WBEUI,5/21/2019,144,0
D11H4WBEUI,5/22/2019,177,0
D11H4WBEUI,5/23/2019,167,0
D11H4WBEUI,5/24/2019,159,0
D11H4WBEUI,5/25/2019,132,0
D11H4WBEUI,5/26/2019,115,0
D11H4WBEUI,5/27/2019,153,1
D11H4WBEUI,5/28/2019,139,0
D11H4WBEUI,5/29/2019,221,1
D11H4WBEUI,5/30/2019,130,1
D11H4WBEUI,5/31/2019,66,2
D11H4WBEUI,6/1/2019,77,0
D11H4WBEUI,6/2/2019,51,0
D11H4WBEUI,6/3/2019,70,0
D11H4WBEUI,6/4/2019,91,0
D11H4WBEUI,6/5/2019,111,0
D11H4WBEUI,6/6/2019,77,0
D11H4WBEUI,6/7/2019,96,0
D11H4WBEUI,6/8/2019,223,0
D11H4WBEUI,6/9/2019,248,0
D11H4WBEUI,6/10/2019,104,0
D11H4WBEUI,6/11/2019,109,0
D11H4WBEUI,6/12/2019,170,0
D11H4WBEUI,6/13/2019,163,0
D11H4WBEUI,6/14/2019,72,0
D11H4WBEUI,6/15/2019,74,0
D11H4WBEUI,6/16/2019,58,0
D11H4WBEUI,6/17/2019,106,0
D11H4WBEUI,6/18/2019,85,0
D11H4WBEUI,6/19/2019,102,0
D11H4WBEUI,6/20/2019,80,0
D11H4WBEUI,6/21/2019,98,0
D11H4WBEUI,6/22/2019,96,0
D11H4WBEUI,6/23/2019,89,0
D11H4WBEUI,6/24/2019,100,0
D11H4WBEUI,6/25/2019,90,0
D11H4WBEUI,6/26/2019,102,0
D11H4WBEUI,6/27/2019,102,0
D11H4WBEUI,6/28/2019,64,0
D11H4WBEUI,6/29/2019,78,0
D11H4WBEUI,6/30/2019,83,0
D11H4WBEUI,7/1/2019,104,0
D11H4WBEUI,7/2/2019,64,0
D11H4WBEUI,7/3/2019,73,0
D11H4WBEUI,7/4/2019,67,0
D11H4WBEUI,7/5/2019,91,0
D11H4WBEUI,7/6/2019,78,0
D11H4WBEUI,7/7/2019,77,0
D11H4WBEUI,7/8/2019,120,0
D11H4WBEUI,7/10/2019,82,0
D11H4WBEUI,7/11/2019,139,1
D11H4WBEUI,7/12/2019,126,0
D11H4WBEUI,7/13/2019,107,0
D11H4WBEUI,7/14/2019,158,0
D11H4WBEUI,7/15/2019,704,0
D11H4WBEUI,7/16/2019,16278,813
D11H4WBEUI,7/17/2019,705,2
D11H4WBEUI,7/18/2019,423,0
D11H4WBEUI,7/19/2019,298,1
D11H4WBEUI,7/20/2019,239,5
D11H4WBEUI,7/21/2019,357,1
D11H4WBEUI,7/22/2019,258,0
D11H4WBEUI,7/23/2019,188,0
D11H4WBEUI,7/24/2019,193,0
D11H4WBEUI,7/25/2019,197,1
D11H4WBEUI,7/26/2019,176,1
D11H4WBEUI,7/27/2019,168,0
D11H4WBEUI,7/28/2019,180,0
D11H4WBEUI,7/29/2019,208,1
D11H4WBEUI,7/30/2019,181,1
D11H4WBEUI,7/31/2019,145,0
D11H4WBEUI,8/1/2019,208,0
D11H4WBEUI,8/2/2019,227,0
D11H4WBEUI,8/3/2019,207,0
D11H4WBEUI,8/4/2019,231,0
D11H4WBEUI,8/5/2019,237,1
D11H4WBEUI,8/6/2019,325,-6
D11H4WBEUI,8/7/2019,264,0
D11H4WBEUI,8/8/2019,261,0
D11H4WBEUI,8/9/2019,198,0
D11H4WBEUI,8/10/2019,267,0
D11H4WBEUI,8/11/2019,287,0
D11H4WBEUI,8/12/2019,252,0
D11H4WBEUI,8/13/2019,297,0
D11H4WBEUI,8/14/2019,246,0
D11H4WBEUI,8/15/2019,206,0
D11H4WBEUI,8/16/2019,223,0
D11H4WBEUI,8/17/2019,213,0
D11H4WBEUI,8/18/2019,322,0
D11H4WBEUI,8/19/2019,393,0
D11H4WBEUI,8/20/2019,319,0
D11H4WBEUI,8/21/2019,421,0
D11H4WBEUI,8/22/2019,338,0
D11H4WBEUI,8/23/2019,298,0
D11H4WBEUI,8/24/2019,298,0
D11H4WBEUI,8/25/2019,354,0
D11H4WBEUI,8/26/2019,311,0
D11H4WBEUI,8/27/2019,264,0
D11H4WBEUI,8/28/2019,232,0
D11H4WBEUI,8/29/2019,202,0
D11H4WBEUI,8/30/2019,176,0
D11H4WBEUI,8/31/2019,231,0
D03I3XBHVB,5/1/2019,43,2
D03I3XBHVB,5/2/2019,28,0
D03I3XBHVB,5/3/2019,51,3
D03I3XBHVB,5/4/2019,36,3
D03I3XBHVB,5/5/2019,53,5
D03I3XBHVB,5/6/2019,35,2
D03I3XBHVB,5/7/2019,38,2
D03I3XBHVB,5/8/2019,36,1
D03I3XBHVB,5/9/2019,36,1
D03I3XBHVB,5/10/2019,39,5
D03I3XBHVB,5/11/2019,50,1
D03I3XBHVB,5/12/2019,32,1
D03I3XBHVB,5/13/2019,27,2
D03I3XBHVB,5/14/2019,46,1
D03I3XBHVB,5/15/2019,35,2
D03I3XBHVB,5/16/2019,54,2
D03I3XBHVB,5/17/2019,44,2
D03I3XBHVB,5/18/2019,54,3
D03I3XBHVB,5/19/2019,51,2
D03I3XBHVB,5/20/2019,33,0
D03I3XBHVB,5/21/2019,34,3
D03I3XBHVB,5/22/2019,45,2
D03I3XBHVB,5/23/2019,42,2
D03I3XBHVB,5/24/2019,37,3
D03I3XBHVB,5/25/2019,50,4
D03I3XBHVB,5/26/2019,43,3
D03I3XBHVB,5/27/2019,34,2
D03I3XBHVB,5/28/2019,43,0
D03I3XBHVB,5/29/2019,27,1
D03I3XBHVB,5/30/2019,39,3
D03I3XBHVB,5/31/2019,58,1
D03I3XBHVB,6/1/2019,36,1
D03I3XBHVB,6/2/2019,46,3
D03I3XBHVB,6/3/2019,69,1
D03I3XBHVB,6/4/2019,131,2
D03I3XBHVB,6/5/2019,90,3
D03I3XBHVB,6/6/2019,78,0
D03I3XBHVB,6/7/2019,55,2
D03I3XBHVB,6/8/2019,52,5
D03I3XBHVB,6/9/2019,41,2
D03I3XBHVB,6/10/2019,33,0
D03I3XBHVB,6/11/2019,54,1
D03I3XBHVB,6/12/2019,55,2
D03I3XBHVB,6/13/2019,46,2
D03I3XBHVB,6/14/2019,42,1
D03I3XBHVB,6/15/2019,56,1
D03I3XBHVB,6/16/2019,62,1
D03I3XBHVB,6/17/2019,50,1
D03I3XBHVB,6/18/2019,35,3
D03I3XBHVB,6/19/2019,48,0
D03I3XBHVB,6/20/2019,41,2
D03I3XBHVB,6/21/2019,38,1
D03I3XBHVB,6/22/2019,45,3
D03I3XBHVB,6/23/2019,44,4
D03I3XBHVB,6/24/2019,32,0
D03I3XBHVB,6/25/2019,36,2
D03I3XBHVB,6/26/2019,35,1
D03I3XBHVB,6/27/2019,39,4
D03I3XBHVB,6/28/2019,29,2
D03I3XBHVB,6/29/2019,40,6
D03I3XBHVB,6/30/2019,47,3
D03I3XBHVB,7/1/2019,47,3
D03I3XBHVB,7/2/2019,57,6
D03I3XBHVB,7/3/2019,58,3
D03I3XBHVB,7/4/2019,24,0
D03I3XBHVB,7/5/2019,37,3
D03I3XBHVB,7/6/2019,49,2
D03I3XBHVB,7/7/2019,38,2
D03I3XBHVB,7/8/2019,38,2
D03I3XBHVB,7/9/2019,38,0
D03I3XBHVB,7/10/2019,62,2
D03I3XBHVB,7/11/2019,48,0
D03I3XBHVB,7/12/2019,42,1
D03I3XBHVB,7/13/2019,57,0
D03I3XBHVB,7/14/2019,44,3
D03I3XBHVB,7/15/2019,89,3
D03I3XBHVB,7/16/2019,88,0
D03I3XBHVB,7/17/2019,55,1
D03I3XBHVB,7/18/2019,57,2
D03I3XBHVB,7/19/2019,56,1
D03I3XBHVB,7/20/2019,75,5
D03I3XBHVB,7/21/2019,46,0
D03I3XBHVB,7/22/2019,50,3
D03I3XBHVB,7/23/2019,31,0
D03I3XBHVB,7/24/2019,58,1
D03I3XBHVB,7/25/2019,34,2
D03I3XBHVB,7/26/2019,49,6
D03I3XBHVB,7/27/2019,60,3
D03I3XBHVB,7/28/2019,34,0
D03I3XBHVB,7/29/2019,52,1
D03I3XBHVB,7/30/2019,49,2
D03I3XBHVB,7/31/2019,35,1
D03I3XBHVB,8/1/2019,46,1
D03I3XBHVB,8/2/2019,33,2
D03I3XBHVB,8/3/2019,40,1
D03I3XBHVB,8/4/2019,60,0
D03I3XBHVB,8/5/2019,58,2
D03I3XBHVB,8/6/2019,59,2
D03I3XBHVB,8/7/2019,41,2
D03I3XBHVB,8/8/2019,41,0
D03I3XBHVB,8/9/2019,44,3
D03I3XBHVB,8/10/2019,57,2
D03I3XBHVB,8/11/2019,41,3
D03I3XBHVB,8/12/2019,36,1
D03I3XBHVB,8/13/2019,24,0
D03I3XBHVB,8/14/2019,40,1
D03I3XBHVB,8/15/2019,49,5
D03I3XBHVB,8/16/2019,33,2
D03I3XBHVB,8/17/2019,42,2
D03I3XBHVB,8/18/2019,58,3
D03I3XBHVB,8/19/2019,50,2
D03I3XBHVB,8/20/2019,40,4
D03I3XBHVB,8/21/2019,37,1
D03I3XBHVB,8/22/2019,46,0
D03I3XBHVB,8/23/2019,48,2
D03I3XBHVB,8/24/2019,38,3
D03I3XBHVB,8/25/2019,48,3
D03I3XBHVB,8/26/2019,41,2
D03I3XBHVB,8/27/2019,38,1
D03I3XBHVB,8/28/2019,40,4
D03I3XBHVB,8/29/2019,24,1
D03I3XBHVB,8/30/2019,30,2
D03I3XBHVB,8/31/2019,40,1
D11I3WDI;G,5/1/2019,335,8
D11I3WDI;G,5/2/2019,341,7
D11I3WDI;G,5/3/2019,342,20
D11I3WDI;G,5/4/2019,340,4
D11I3WDI;G,5/5/2019,400,8
D11I3WDI;G,5/6/2019,383,11
D11I3WDI;G,5/7/2019,325,6
D11I3WDI;G,5/8/2019,316,9
D11I3WDI;G,5/9/2019,294,4
D11I3WDI;G,5/10/2019,287,8
D11I3WDI;G,5/11/2019,339,9
D11I3WDI;G,5/12/2019,308,7
D11I3WDI;G,5/13/2019,322,7
D11I3WDI;G,5/14/2019,342,6
D11I3WDI;G,5/15/2019,308,4
D11I3WDI;G,5/16/2019,350,13
D11I3WDI;G,5/17/2019,353,8
D11I3WDI;G,5/18/2019,356,8
D11I3WDI;G,5/19/2019,393,14
D11I3WDI;G,5/20/2019,320,9
D11I3WDI;G,5/21/2019,338,5
D11I3WDI;G,5/22/2019,354,6
D11I3WDI;G,5/23/2019,332,5
D11I3WDI;G,5/24/2019,256,4
D11I3WDI;G,5/25/2019,367,9
D11I3WDI;G,5/26/2019,357,13
D11I3WDI;G,5/27/2019,398,9
D11I3WDI;G,5/28/2019,377,10
D11I3WDI;G,5/29/2019,311,10
D11I3WDI;G,5/30/2019,303,5
D11I3WDI;G,5/31/2019,324,10
D11I3WDI;G,6/1/2019,354,17
D11I3WDI;G,6/2/2019,406,6
D11I3WDI;G,6/3/2019,409,9
D11I3WDI;G,6/4/2019,455,6
D11I3WDI;G,6/5/2019,421,9
D11I3WDI;G,6/6/2019,421,12
D11I3WDI;G,6/7/2019,395,11
D11I3WDI;G,6/8/2019,379,10
D11I3WDI;G,6/9/2019,405,5
D11I3WDI;G,6/10/2019,403,9
D11I3WDI;G,6/11/2019,431,7
D11I3WDI;G,6/12/2019,401,10
D11I3WDI;G,6/13/2019,421,15
D11I3WDI;G,6/14/2019,457,12
D11I3WDI;G,6/15/2019,483,16
D11I3WDI;G,6/16/2019,517,7
D11I3WDI;G,6/17/2019,440,6
D11I3WDI;G,6/18/2019,390,13
D11I3WDI;G,6/19/2019,423,17
D11I3WDI;G,6/20/2019,431,11
D11I3WDI;G,6/21/2019,331,9
D11I3WDI;G,6/22/2019,381,12
D11I3WDI;G,6/23/2019,408,10
D11I3WDI;G,6/24/2019,350,9
D11I3WDI;G,6/25/2019,425,11
D11I3WDI;G,6/26/2019,330,3
D11I3WDI;G,6/27/2019,377,11
D11I3WDI;G,6/28/2019,417,7
D11I3WDI;G,6/29/2019,398,12
D11I3WDI;G,6/30/2019,416,11
D11I3WDI;G,7/1/2019,415,7
D11I3WDI;G,7/2/2019,400,11
D11I3WDI;G,7/3/2019,339,13
D11I3WDI;G,7/4/2019,336,9
D11I3WDI;G,7/5/2019,370,16
D11I3WDI;G,7/6/2019,374,7
D11I3WDI;G,7/7/2019,354,6
D11I3WDI;G,7/8/2019,422,6
D11I3WDI;G,7/9/2019,445,6
D11I3WDI;G,7/10/2019,431,11
D11I3WDI;G,7/11/2019,412,10
D11I3WDI;G,7/12/2019,397,17
D11I3WDI;G,7/13/2019,421,6
D11I3WDI;G,7/14/2019,424,8
D11I3WDI;G,7/15/2019,956,13
D11I3WDI;G,7/16/2019,977,30
D11I3WDI;G,7/17/2019,517,11
D11I3WDI;G,7/18/2019,480,15
D11I3WDI;G,7/19/2019,416,9
D11I3WDI;G,7/20/2019,398,15
D11I3WDI;G,7/21/2019,423,12
D11I3WDI;G,7/22/2019,426,6
D11I3WDI;G,7/23/2019,415,7
D11I3WDI;G,7/24/2019,442,11
D11I3WDI;G,7/25/2019,392,12
D11I3WDI;G,7/26/2019,359,5
D11I3WDI;G,7/27/2019,287,2
D11I3WDI;G,7/28/2019,322,0
D11I3WDI;G,7/29/2019,328,1
D11I3WDI;G,7/30/2019,300,1
D11I3WDI;G,7/31/2019,300,0
D11I3WDI;G,8/1/2019,249,1
D11I3WDI;G,8/2/2019,306,2
D11I3WDI;G,8/3/2019,306,1
D11I3WDI;G,8/4/2019,367,4
D11I3WDI;G,8/5/2019,305,7
D11I3WDI;G,8/6/2019,259,4
D11I3WDI;G,8/7/2019,331,2
D11I3WDI;G,8/8/2019,316,9
D11I3WDI;G,8/9/2019,330,8
D11I3WDI;G,8/10/2019,321,4
D11I3WDI;G,8/11/2019,372,11
D11I3WDI;G,8/12/2019,311,9
D11I3WDI;G,8/13/2019,276,7
D11I3WDI;G,8/14/2019,330,9
D11I3WDI;G,8/15/2019,311,10
D11I3WDI;G,8/16/2019,321,9
D11I3WDI;G,8/17/2019,306,7
D11I3WDI;G,8/18/2019,377,9
D11I3WDI;G,8/19/2019,333,6
D11I3WDI;G,8/20/2019,284,5
D11I3WDI;G,8/21/2019,306,4
D11I3WDI;G,8/22/2019,289,10
D11I3WDI;G,8/23/2019,280,10
D11I3WDI;G,8/24/2019,264,6
D11I3WDI;G,8/25/2019,338,9
D11I3WDI;G,8/26/2019,312,7
D11I3WDI;G,8/27/2019,275,6
D11I3WDI;G,8/28/2019,315,10
D11I3WDI;G,8/29/2019,284,5
D11I3WDI;G,8/30/2019,303,15
D11I3WDI;G,8/31/2019,312,10
D01I3YBNZU,5/1/2019,108,3
D01I3YBNZU,5/2/2019,109,2
D01I3YBNZU,5/3/2019,121,6
D01I3YBNZU,5/4/2019,128,9
D01I3YBNZU,5/5/2019,106,3
D01I3YBNZU,5/6/2019,85,3
D01I3YBNZU,5/7/2019,79,2
D01I3YBNZU,5/8/2019,86,1
D01I3YBNZU,5/9/2019,97,7
D01I3YBNZU,5/10/2019,97,6
D01I3YBNZU,5/11/2019,95,3
D01I3YBNZU,5/12/2019,87,1
D01I3YBNZU,5/13/2019,70,2
D01I3YBNZU,5/14/2019,99,2
D01I3YBNZU,5/15/2019,95,2
D01I3YBNZU,5/16/2019,99,4
D01I3YBNZU,5/17/2019,114,5
D01I3YBNZU,5/18/2019,117,7
D01I3YBNZU,5/19/2019,102,7
D01I3YBNZU,5/20/2019,89,5
D01I3YBNZU,5/21/2019,129,5
D01I3YBNZU,5/22/2019,153,8
D01I3YBNZU,5/23/2019,119,2
D01I3YBNZU,5/24/2019,118,4
D01I3YBNZU,5/25/2019,103,4
D01I3YBNZU,5/26/2019,140,6
D01I3YBNZU,5/27/2019,115,4
D01I3YBNZU,5/28/2019,119,2
D01I3YBNZU,5/29/2019,118,8
D01I3YBNZU,5/30/2019,98,8
D01I3YBNZU,5/31/2019,117,6
D01I3YBNZU,6/1/2019,120,5
D01I3YBNZU,6/2/2019,126,6
D01I3YBNZU,6/3/2019,112,4
D01I3YBNZU,6/4/2019,104,0
D01I3YBNZU,6/5/2019,104,5
D01I3YBNZU,6/6/2019,128,9
D01I3YBNZU,6/7/2019,167,4
D01I3YBNZU,6/8/2019,143,3
D01I3YBNZU,6/9/2019,156,5
D01I3YBNZU,6/10/2019,145,2
D01I3YBNZU,6/11/2019,150,3
D01I3YBNZU,6/12/2019,152,8
D01I3YBNZU,6/13/2019,124,3
D01I3YBNZU,6/14/2019,132,1
D01I3YBNZU,6/15/2019,160,7
D01I3YBNZU,6/16/2019,165,9
D01I3YBNZU,6/17/2019,138,3
D01I3YBNZU,6/18/2019,159,6
D01I3YBNZU,6/19/2019,177,6
D01I3YBNZU,6/20/2019,155,11
D01I3YBNZU,6/21/2019,151,11
D01I3YBNZU,6/22/2019,118,7
D01I3YBNZU,6/23/2019,120,6
D01I3YBNZU,6/24/2019,107,3
D01I3YBNZU,6/25/2019,109,3
D01I3YBNZU,6/26/2019,133,2
D01I3YBNZU,6/27/2019,137,9
D01I3YBNZU,6/28/2019,134,10
D01I3YBNZU,6/29/2019,99,3
D01I3YBNZU,6/30/2019,120,4
D01I3YBNZU,7/1/2019,123,8
D01I3YBNZU,7/2/2019,123,4
D01I3YBNZU,7/3/2019,150,2
D01I3YBNZU,7/4/2019,130,4
